week_ending,generated_at_et,sp500_weekly_return_pct,nasdaq_weekly_return_pct,dow_weekly_return_pct,us10y_yield_end_pct,us10y_yield_change_bps,oil_weekly_return_pct,gold_weekly_return_pct,fed_headline,inflation_headline,jobs_headline,geopolitics_headline,corporate_headline,top_etf_inflow_symbol,top_etf_inflow_name,top_etf_inflow_usd_mm,top_etf_outflow_symbol,top_etf_outflow_name,top_etf_outflow_usd_mm,market_regime_summary,source_notes
,,,,,,,,,,,,,,,,,,,,,
